-0.108355,0.0137341,0.030193,-0.138468,0.027543,0.031108,1547213097878995,1547213098130347,-0.166192,0.0113452,0.0292744,-0.166233,0.010875,0.0292695
-0.164184,0.0280953,0.0305563,-0.134759,0.030131,0.032748,1547213098130347,1547213098383482,-0.16487,0.0269845,0.0308562,-0.164869,0.0266163,0.0308538
-0.163975,0.0300262,0.0310297,-0.121224,0.027953,0.031274,1547213098383482,1547213098637095,-0.166291,0.0402102,0.0310931,-0.166207,0.0398931,0.0310919
-0.113148,0.0632843,0.0309721,-0.109608,0.025807,0.027883,1547213098637095,1547213098888949,-0.112997,0.0621605,0.0309769,-0.112965,0.0618893,0.0309759
-0.127033,-0.00191565,0.0296447,-0.106249,0.024101,0.026521,1547213098888949,1547213099138476,-0.126546,-0.00180931,0.02967,-0.126531,-0.0021792,0.0296673
-0.137068,0.0477606,0.0293662,-0.110267,0.024834,0.027477,1547213099138476,1547213099386140,-0.136028,0.0474077,0.0294836,-0.135535,0.0476852,0.0294836
-0.118894,0.0374251,0.0301816,-0.116197,0.026098,0.029807,1547213099386140,1547213099633795,-0.119556,0.0372793,0.030347,-0.119488,0.0369619,0.0303464
-0.141104,0.0343312,0.0305675,-0.117153,0.025737,0.029297,1547213099633795,1547213099881257,-0.141378,0.0337996,0.0306516,-0.141345,0.0334239,0.0306508
-0.119233,0.0349425,0.0301315,-0.115013,0.025011,0.028468,1547213099881257,1547213100128636,-0.120206,0.0333859,0.0301759,-0.119634,0.0316447,0.030169
-0.137085,0.0431614,0.0301445,-0.113177,0.025438,0.028651,1547213100128636,1547213100377258,-0.139869,0.0439683,0.030254,-0.139112,0.0436963,0.0302333
-0.126061,0.0328833,0.0302036,-0.114108,0.025245,0.028616,1547213100377258,1547213100626804,-0.128016,0.0332268,0.0303717,-0.128039,0.033738,0.0303795
-0.12149,0.0305156,0.029813,-0.115334,0.025323,0.028966,1547213100626804,1547213100876608,-0.123517,0.0300533,0.0299633,-0.122969,0.0292079,0.0299774
-0.12645,0.0291452,0.0299133,-0.11553,0.026305,0.029853,1547213100876608,1547213101128454,-0.137934,0.0236677,0.030119,-0.13573,0.0156739,0.0299382
-0.148562,0.0356794,0.0298245,-0.117952,0.027578,0.029823,1547213101128454,1547213101380983,-0.151536,0.0364665,0.0300366,-0.151475,0.0361127,0.0300371
-0.122763,0.0283739,0.0300237,-0.121281,0.027048,0.030407,1547213101380983,1547213101632428,-0.124659,0.0288106,0.0301348,-0.124607,0.0285041,0.0301355
-0.115385,0.043765,0.0302156,-0.121851,0.02728,0.030802,1547213101632428,1547213101884087,-0.115927,0.0440663,0.0303963,-0.115859,0.0437634,0.0303971
-0.118477,0.0489642,0.0305479,-0.121357,0.028337,0.030348,1547213101884087,1547213102135133,-0.0988908,0.0294371,0.0306929,-0.0988448,0.0291863,0.0306939
-0.143121,0.0201562,0.0297278,-0.115799,0.027205,0.028771,1547213102135133,1547213102388196,-0.14633,0.0205579,0.0300632,-0.146214,0.020187,0.0300646
-0.125619,0.0383283,0.0298389,-0.106764,0.024646,0.026613,1547213102388196,1547213102642050,-0.126052,0.0378562,0.0298971,-0.126008,0.0375515,0.0298978
-0.142145,0.0543027,0.0287444,-0.098443,0.023209,0.024552,1547213102642050,1547213102892792,-0.143071,0.0537393,0.0282956,-0.143022,0.0534081,0.0282966
-0.143723,0.0210204,0.0279152,-0.093249,0.022305,0.023201,1547213102892792,1547213103141662,-0.139323,0.0215133,0.0271934,-0.139245,0.0211718,0.0271954
-0.0733652,0.0243133,0.016995,-0.088964,0.020515,0.022039,1547213103141662,1547213103390222,-0.0736294,0.0272416,0.0171962,-0.073612,0.0271602,0.0171965
-0.0836391,0.00881871,0.0168084,-0.082142,0.0197,0.020756,1547213103390222,1547213103638123,-0.0845198,0.00920213,0.0167948,-0.0844939,0.00909399,0.0167944
-0.0793646,0.0323379,0.0181442,-0.078537,0.019041,0.019285,1547213103638123,1547213103885484,-0.0778242,0.0304675,0.018122,-0.0777889,0.0303704,0.0181222
-0.113135,0.0488254,0.0187124,-0.073802,0.017944,0.018368,1547213103885484,1547213104132776,-0.110271,0.0492089,0.0184376,-0.110242,0.0490273,0.0184392
-0.0691685,0.0304737,0.0157353,-0.07119,0.017052,0.017745,1547213104132776,1547213104381252,-0.0684883,0.0293393,0.0158037,-0.0684419,0.0292331,0.0158036
-0.065272,0.00661032,0.0152956,-0.07112,0.01785,0.017708,1547213104381252,1547213104630734,-0.0655807,0.0067952,0.0153985,-0.0647773,0.00682883,0.0154002
-0.101734,0.0344008,0.0158175,-0.062208,0.005409,0.018765,1547213104630734,1547213104880902,-0.101039,0.0338899,0.0157851,-0.100995,0.0337346,0.0157857
-0.0713051,0.0308151,0.0155678,-0.059986,0.003955,0.01869,1547213104880902,1547213105130656,-0.0698616,0.0309352,0.0155791,-0.0690499,0.0305921,0.015552
-0.0606142,0.012334,0.0153075,-0.071201,0.017385,0.017581,1547213105130656,1547213105382738,-0.0617013,0.0123937,0.0154258,-0.0616811,0.0123084,0.0154259
-0.0766207,0.0163233,0.0158482,-0.067622,0.012906,0.017225,1547213105382738,1547213105635945,-0.0618672,0.00243813,0.0154658,-0.0781908,0.0149606,0.0159259
-0.0691892,0.018811,0.0150637,-0.045638,0.001973,0.014644,1547213105635945,1547213105886049,-0.0683286,0.01896,0.0150193,-0.0676483,0.0187385,0.015028
-0.0654036,0.02335,0.0145258,-0.024949,-0.005024,0.010317,1547213105886049,1547213106137647,-0.0644151,0.0231462,0.0145595,-0.0644014,0.0230678,0.0145602
-0.0557752,0.0183707,0.0100938,-0.012559,-0.002145,0.004781,1547213106137647,1547213106388988,-0.0555233,0.0174719,0.00999687,-0.0551129,0.0180646,0.00997924
0.00261736,-0.0119642,0.000665576,-0.000233,0.000979,0.000297,1547213106388988,1547213106641975,-0.0102328,-0.00345368,0.000341321,-0.0102317,-0.00345411,0.00034129
-0.000489683,-0.000486171,2.25011E-05,-0.000663,0.000954,9.4E-05,1547213106641975,1547213106895747,-0.000530818,-0.000511411,2.15455E-05,-0.000530856,-0.000511435,2.15455E-05
-0.00417449,-0.00444395,-1.28793E-05,-0.000683,-0.000869,0.001783,1547213106895747,1547213107146978,-0.00417119,-0.00439077,-1.39172E-05,-0.00417098,-0.00439064,-1.39129E-05
-0.00185776,0.000534588,7.23853E-05,-0.000708,-0.000653,0.001417,1547213107146978,1547213107396095,-0.00186703,0.000501518,7.06375E-05,-0.00186699,0.000501426,7.06352E-05
-0.00504162,-0.00232812,-3.13173E-05,-0.001195,-0.000221,0.001133,1547213107396095,1547213107643703,-0.00495123,-0.0015031,-3.25003E-05,-0.00495083,-0.00150273,-3.24998E-05
0.00959274,0.000324235,9.56083E-05,-9E-05,-0.000215,0.001342,1547213107643703,1547213107891206,0.00955033,0.000292401,9.47709E-05,0.00955092,0.000292267,9.47771E-05
0.00274874,0.00255853,0.000131131,0.003778,-0.00136,0.002383,1547213107891206,1547213108138653,0.00273855,0.00257273,0.000130568,0.00273857,0.00257277,0.000130568
0.0128054,0.00277349,0.000167965,0.016207,0.001281,0.000719,1547213108138653,1547213108385507,0.0124163,0.00258288,0.000167431,0.0124174,0.00258294,0.000167459
0.0217953,-0.004909,0.000370121,0.048574,0.001783,0.003733,1547213108385507,1547213108634192,0.0217881,-0.00492216,0.000368611,0.021788,-0.00492326,0.000368614
0.0591104,-0.00127136,0.000845868,0.061359,0.004218,0.00888,1547213108634192,1547213108883704,0.058408,-0.00125807,0.000805917,0.0584202,-0.00126773,0.000806156
0.110326,-0.00318751,0.00562377,0.079131,0.013871,0.015108,1547213108883704,1547213109133243,0.109352,-0.00296999,0.00561736,0.109366,-0.00303016,0.00561757
0.0975156,0.020837,0.0168138,0.093334,0.021178,0.022582,1547213109133243,1547213109383958,0.0982997,0.021186,0.0168908,0.0982951,0.0210464,0.0168909
0.13003,0.0521628,0.0202657,0.109863,0.025846,0.027479,1547213109383958,1547213109636841,0.10596,0.0276102,0.0195717,0.105975,0.0274438,0.0195729
0.127956,0.0426345,0.0308128,0.115408,0.02714,0.029317,1547213109636841,1547213109887766,0.116698,0.0246903,0.0321311,0.11673,0.0243402,0.0321341
0.111075,0.0210312,0.0316268,0.113706,0.027632,0.029359,1547213109887766,1547213110139070,0.11041,0.0215097,0.0318144,0.110426,0.0211943,0.0318169
0.103803,0.000343805,0.0317887,0.114842,0.027087,0.029482,1547213110139070,1547213110390954,0.104402,0.00114485,0.0319848,0.104382,0.000846,0.0319868
0.105106,0.0327723,0.0313958,0.116911,0.028328,0.029537,1547213110390954,1547213110642154,0.105688,0.032343,0.0314632,0.0903031,0.0311302,0.0313409
0.107465,0.0197555,0.032056,0.112929,0.026736,0.028992,1547213110642154,1547213110895251,0.101338,0.0175243,0.029128,0.101355,0.0172924,0.0291296
0.123557,0.0261944,0.0320244,0.10686,0.026493,0.027837,1547213110895251,1547213111148685,0.111931,0.0332304,0.0319365,0.112044,0.0330132,0.0319357
0.10873,0.0481315,0.030572,0.110147,0.025392,0.028176,1547213111148685,1547213111399622,0.110047,0.0488669,0.030536,0.109486,0.048568,0.0305338
0.0942732,-0.00182971,0.0317407,0.115565,0.02754,0.0296,1547213111399622,1547213111648686,0.0953455,-0.00184027,0.0316499,0.0954628,-0.0014143,0.0316508
0.0990632,0.0195159,0.0313348,0.122399,0.028141,0.030034,1547213111648686,1547213111896097,0.100441,0.0193235,0.0314055,0.100482,0.0190426,0.0314074
0.131922,0.0556004,0.0309313,0.125655,0.028731,0.031234,1547213111896097,1547213112143709,0.13311,0.0566937,0.0311282,0.133159,0.0562971,0.0311312
0.105108,0.0043833,0.031721,0.122671,0.028914,0.030142,1547213112143709,1547213112391076,0.115742,0.0148238,0.0319938,0.115759,0.0144526,0.0319951
0.0993268,0.0404035,0.0312342,0.117655,0.026851,0.027299,1547213112391076,1547213112638834,0.0999891,0.0407598,0.0314121,0.100004,0.0404924,0.0314145
0.118973,0.0540466,0.0298356,0.100866,0.021596,0.023496,1547213112638834,1547213112886937,0.118801,0.0547246,0.0299663,0.118621,0.055065,0.0299674
0.112341,0.00113559,0.0217719,0.084251,0.017675,0.019049,1547213112886937,1547213113136286,0.113207,0.000282902,0.0218628,0.113633,-0.000912759,0.0218013
